date,region,retail_sales,flight_bookings,hotel_prices,festival_uplift
2022-12-14,North,1810.32,195.94,385.22,0.0
2022-12-15,North,1840.51,199.77,418.66,0.0
2022-12-16,North,1847.29,212.11,367.88,0.0
2022-12-17,North,1863.23,197.83,395.11,0.0
2022-12-18,North,1834.2,192.05,367.9,0.0
2022-12-19,North,1895.45,192.34,347.41,0.0
2022-12-20,North,1736.37,190.51,359.67,0.0
2022-12-21,North,1988.57,187.48,412.13,0.0
2022-12-22,North,2076.03,203.82,409.28,0.154
2022-12-23,North,2172.28,227.0,445.8,0.166
2022-12-24,North,2164.37,213.82,417.96,0.205
2022-12-25,North,2115.58,244.47,446.67,0.128
2022-12-26,North,2107.62,199.68,385.92,0.135
2022-12-27,North,2248.08,231.14,490.14,0.242
2022-12-28,North,2162.95,237.0,502.07,0.14
2022-12-29,North,1835.42,168.7,398.75,0.0
2022-12-30,North,1871.2,194.0,454.76,0.0
2022-12-31,North,1798.2,190.03,398.7,0.0
2023-01-01,North,1842.73,190.22,416.34,0.0
2023-01-02,North,1944.65,193.97,446.86,0.0
2023-01-03,North,1892.83,190.3,414.86,0.0
2023-01-04,North,1860.26,207.03,344.09,0.0
2023-01-05,North,1822.63,199.45,367.8,0.0
2023-01-06,North,1848.64,189.95,370.5,0.0
2023-01-07,North,1855.33,204.58,380.86,0.0
2023-01-08,North,1868.1,175.86,396.01,0.0
2023-01-09,North,1791.98,206.23,370.73,0.0
2023-01-10,North,1879.4,200.81,354.7,0.0
2023-01-11,North,1791.67,207.05,399.96,0.0
2023-01-12,North,1927.87,180.64,407.22,0.0
2023-01-13,North,1807.89,187.16,374.37,0.0
2023-01-14,North,1861.46,186.95,405.04,0.0
2023-01-15,North,1897.03,182.82,348.33,0.0
2023-01-16,North,1834.3,187.43,417.67,0.0
2023-01-17,North,1864.09,204.89,381.46,0.0
2023-01-18,North,1918.96,186.61,379.65,0.0
2023-01-19,North,1875.55,185.63,380.09,0.0
2023-01-20,North,1865.23,194.69,418.22,0.0
2023-01-21,North,1763.33,182.81,376.45,0.0
2023-01-22,North,1801.0,195.82,406.24,0.0
2023-01-23,North,1900.15,177.6,363.22,0.0
2023-01-24,North,1876.41,209.33,347.48,0.0
2023-01-25,North,1884.09,189.1,364.82,0.0
2023-01-26,North,1879.88,177.4,361.37,0.0
2023-01-27,North,1912.69,203.42,393.55,0.0
2023-01-28,North,1835.22,203.53,389.76,0.0
2023-01-29,North,1854.4,203.21,389.27,0.0
2023-01-30,North,1797.02,163.61,402.91,0.0
2023-01-31,North,1784.63,191.74,388.1,0.0
2023-02-01,North,1766.41,183.67,405.72,0.0
2023-02-02,North,1804.41,181.62,405.68,0.0
2023-02-03,North,1926.35,193.43,406.25,0.0
2023-02-04,North,1771.14,194.27,416.42,0.0
2023-02-05,North,1833.65,196.64,394.86,0.0
2023-02-06,North,1784.22,169.47,417.34,0.0
2023-02-07,North,1818.87,176.8,366.38,0.0
2023-02-08,North,1857.44,200.32,392.82,0.0
2023-02-09,North,1813.98,177.16,380.78,0.0
2023-02-10,North,1903.5,204.27,395.53,0.0
2023-02-11,North,1925.74,192.86,378.47,0.0
2023-02-12,North,1736.6,200.7,390.33,0.0
2023-02-13,North,1814.92,198.63,376.55,0.0
2023-02-14,North,1852.03,213.66,420.16,0.0
2023-02-15,North,1905.39,193.87,399.56,0.0
2023-02-16,North,1826.37,186.68,406.51,0.0
2023-02-17,North,1848.08,171.07,425.86,0.0
2023-02-18,North,1791.23,198.84,372.83,0.0
2023-02-19,North,1772.41,208.84,432.62,0.0
2023-02-20,North,1921.3,196.54,376.86,0.0
2023-02-21,North,1757.8,193.02,403.55,0.0
2023-02-22,North,1965.4,195.67,372.83,0.0
2023-02-23,North,1885.2,197.8,415.85,0.0
2023-02-24,North,1882.9,180.43,370.52,0.0
2023-02-25,North,1877.63,186.3,388.51,0.0
2023-02-26,North,1836.17,200.98,415.6,0.0
2023-02-27,North,1868.36,184.24,396.79,0.0
2023-02-28,North,1839.25,203.55,436.37,0.0
2023-03-01,North,1876.29,194.55,397.79,0.0
2023-03-02,North,1846.88,196.6,386.44,0.0
2023-03-03,North,1800.98,193.77,353.49,0.0
2023-03-04,North,1804.89,186.74,402.85,0.0
2023-03-05,North,1799.12,183.7,410.05,0.0
2023-03-06,North,1896.79,175.66,409.2,0.0
2023-03-07,North,1817.29,200.78,436.84,0.0
2023-03-08,North,1752.46,189.05,392.84,0.0
2023-03-09,North,1867.8,207.94,420.34,0.0
2023-03-10,North,1923.58,202.81,399.62,0.0
2023-03-11,North,1886.4,207.61,445.64,0.0
2023-03-12,North,1817.47,198.59,393.78,0.0
2023-03-13,North,1768.17,199.83,396.4,0.0
2023-03-14,North,1840.68,189.88,410.14,0.0
2023-03-15,North,1839.3,187.63,404.33,0.0
2023-03-16,North,1798.67,177.52,426.94,0.0
2023-03-17,North,1874.54,184.9,366.07,0.0
2023-03-18,North,1939.18,205.97,423.77,0.0
2023-03-19,North,1857.82,195.81,390.9,0.0
2023-03-20,North,1854.57,189.28,398.08,0.0
2023-03-21,North,1799.53,192.2,389.54,0.0
2023-03-22,North,1916.11,183.9,369.93,0.0
2023-03-23,North,1842.31,193.48,397.46,0.0
2023-03-24,North,1816.95,185.43,381.04,0.0
2023-03-25,North,1848.91,194.91,374.89,0.0
2023-03-26,North,1869.14,203.24,403.48,0.0
2023-03-27,North,1852.32,185.34,402.41,0.0
2023-03-28,North,1905.48,183.88,409.24,0.0
2023-03-29,North,1864.18,184.24,390.51,0.0
2023-03-30,North,1830.59,194.08,423.4,0.0
2023-03-31,North,1864.64,184.83,376.47,0.0
2023-04-01,North,1869.36,178.06,430.17,0.0
2023-04-02,North,1779.35,192.96,414.6,0.0
2023-04-03,North,1901.42,186.9,383.11,0.0
2023-04-04,North,1828.68,192.15,392.47,0.0
2023-04-05,North,1829.74,199.44,394.07,0.0
2023-04-06,North,1880.85,188.89,430.64,0.0
2023-04-07,North,1880.4,183.77,377.34,0.0
2023-04-08,North,1807.76,183.9,407.29,0.0
2023-04-09,North,1882.71,197.09,389.63,0.0
2023-04-10,North,1814.29,183.43,395.67,0.0
2023-04-11,North,1933.04,201.32,424.39,0.0
2023-04-12,North,1800.4,186.49,389.56,0.0
2023-04-13,North,1853.52,196.99,385.17,0.0
2023-04-14,North,1802.19,179.4,389.66,0.0
2023-04-15,North,1952.15,180.51,412.08,0.0
2023-04-16,North,1778.85,189.55,391.58,0.0
2023-04-17,North,1866.69,185.12,392.34,0.0
2023-04-18,North,1803.44,205.39,414.46,0.0
2023-04-19,North,2057.74,198.12,370.97,0.129
2023-04-20,North,2228.74,216.59,420.75,0.197
2023-04-21,North,2201.69,227.09,500.78,0.158
2023-04-22,North,2278.37,236.58,512.99,0.187
2023-04-23,North,1969.75,189.6,416.96,0.118
2023-04-24,North,2098.05,198.57,474.7,0.133
2023-04-25,North,2123.05,213.17,428.93,0.111
2023-04-26,North,1753.51,211.41,378.3,0.0
2023-04-27,North,1853.18,183.85,383.67,0.0
2023-04-28,North,1837.03,205.45,413.19,0.0
2023-04-29,North,1857.53,168.92,408.63,0.0
2023-04-30,North,1797.86,181.42,428.14,0.0
2023-05-01,North,1764.36,181.96,405.98,0.0
2023-05-02,North,1740.14,188.14,400.66,0.0
2023-05-03,North,1884.27,188.56,368.29,0.0
2023-05-04,North,1890.31,184.21,356.73,0.0
2023-05-05,North,1849.88,203.54,407.98,0.0
2023-05-06,North,1807.69,195.27,399.67,0.0
2023-05-07,North,1752.88,182.72,395.82,0.0
2023-05-08,North,1861.83,186.2,433.5,0.0
2023-05-09,North,1778.26,196.19,377.31,0.0
2023-05-10,North,1797.36,188.74,391.24,0.0
2023-05-11,North,1803.22,188.05,372.0,0.0
2023-05-12,North,1822.29,196.82,409.01,0.0
2023-05-13,North,1793.83,201.61,406.1,0.0
2023-05-14,North,1833.07,182.4,406.19,0.0
2023-05-15,North,1799.91,199.26,401.83,0.0
2023-05-16,North,1865.67,202.48,378.34,0.0
2023-05-17,North,1881.76,189.11,410.42,0.0
2023-05-18,North,1835.23,191.64,380.47,0.0
2023-05-19,North,1852.52,195.46,418.83,0.0
2023-05-20,North,1934.87,185.69,434.27,0.0
2023-05-21,North,1769.93,184.74,389.76,0.0
2023-05-22,North,1766.47,208.06,392.69,0.0
2023-05-23,North,1862.47,202.36,364.28,0.0
2023-05-24,North,1924.62,187.88,395.57,0.0
2023-05-25,North,1813.84,177.13,367.14,0.0
2023-05-26,North,1912.77,199.78,387.2,0.0
2023-05-27,North,1830.81,187.7,384.16,0.0
2023-05-28,North,1791.5,210.68,412.26,0.0
2023-05-29,North,1775.57,198.85,390.49,0.0
2023-05-30,North,1856.13,176.77,392.53,0.0
2023-05-31,North,1778.45,189.18,358.14,0.0
2023-06-01,North,1827.81,211.62,410.96,0.0
2023-06-02,North,1902.46,197.67,356.63,0.0
2023-06-03,North,1807.49,204.43,385.44,0.0
2023-06-04,North,1888.06,188.01,400.71,0.0
2023-06-05,North,1761.16,194.02,434.77,0.0
2023-06-06,North,1794.72,178.75,387.67,0.0
2023-06-07,North,1750.58,179.24,367.46,0.0
2023-06-08,North,1824.11,196.99,392.75,0.0
2023-06-09,North,1858.98,208.29,373.39,0.0
2023-06-10,North,1823.25,209.88,379.43,0.0
2023-06-11,North,1880.35,187.36,375.22,0.0
2023-06-12,North,1781.04,195.57,407.55,0.0
2023-06-13,North,1829.27,185.55,422.44,0.0
2023-06-14,North,1791.13,182.28,393.69,0.0
2023-06-15,North,1835.09,197.94,412.12,0.0
2023-06-16,North,1841.68,206.18,388.14,0.0
2023-06-17,North,1845.1,198.09,404.25,0.0
2023-06-18,North,1761.94,184.0,388.48,0.0
2023-06-19,North,1770.47,182.44,382.99,0.0
2023-06-20,North,1779.22,191.11,403.14,0.0
2023-06-21,North,1801.97,187.61,411.93,0.0
2023-06-22,North,1817.75,178.65,384.0,0.0
2023-06-23,North,1848.26,186.65,410.85,0.0
2023-06-24,North,1769.92,189.34,382.4,0.0
2023-06-25,North,1731.74,180.16,405.14,0.0
2023-06-26,North,1919.04,175.79,405.94,0.0
2023-06-27,North,1754.14,191.21,381.52,0.0
2023-06-28,North,1851.99,188.9,386.26,0.0
2023-06-29,North,1811.19,189.18,351.37,0.0
2023-06-30,North,1821.64,202.54,370.08,0.0
2023-07-01,North,1808.45,182.26,387.11,0.0
2023-07-02,North,1788.73,200.14,397.55,0.0
2023-07-03,North,1830.61,182.65,420.94,0.0
2023-07-04,North,1784.92,190.33,429.22,0.0
2023-07-05,North,1864.6,196.92,402.25,0.0
2023-07-06,North,1834.15,184.8,357.91,0.0
2023-07-07,North,1835.13,183.39,408.76,0.0
2023-07-08,North,1779.23,194.36,367.42,0.0
2023-07-09,North,1792.19,210.47,393.78,0.0
2023-07-10,North,1744.04,194.69,404.16,0.0
2023-07-11,North,1785.2,185.65,418.91,0.0
2023-07-12,North,1750.44,176.81,404.6,0.0
2023-07-13,North,1867.34,218.01,355.65,0.0
2023-07-14,North,1803.63,178.47,410.71,0.0
2023-07-15,North,1809.04,175.2,402.82,0.0
2023-07-16,North,1788.66,192.72,404.34,0.0
2023-07-17,North,1809.21,186.0,388.35,0.0
2023-07-18,North,1921.98,193.29,410.37,0.0
2023-07-19,North,1783.13,182.46,382.22,0.0
2023-07-20,North,1765.01,187.69,327.71,0.0
2023-07-21,North,1823.41,204.56,361.72,0.0
2023-07-22,North,1670.04,208.27,405.13,0.0
2023-07-23,North,1798.91,196.86,373.2,0.0
2023-07-24,North,1776.52,199.15,390.0,0.0
2023-07-25,North,1744.88,193.82,426.05,0.0
2023-07-26,North,1819.27,190.2,421.17,0.0
2023-07-27,North,1795.96,189.22,333.01,0.0
2023-07-28,North,1702.53,181.71,366.9,0.0
2023-07-29,North,1759.7,194.81,407.37,0.0
2023-07-30,North,1646.99,198.53,413.65,0.0
2023-07-31,North,1805.44,197.24,365.17,0.0
2023-08-01,North,1804.32,194.82,379.76,0.0
2023-08-02,North,1749.86,193.06,385.49,0.0
2023-08-03,North,1815.9,187.57,386.62,0.0
2023-08-04,North,1724.14,208.06,352.11,0.0
2023-08-05,North,1739.3,180.18,369.97,0.0
2023-08-06,North,1807.85,188.73,403.23,0.0
2023-08-07,North,1751.92,165.85,383.85,0.0
2023-08-08,North,1782.58,199.13,412.18,0.0
2023-08-09,North,1756.89,175.61,411.16,0.0
2023-08-10,North,1763.88,199.48,415.32,0.0
2023-08-11,North,1765.42,191.03,395.52,0.0
2023-08-12,North,1747.8,199.66,394.02,0.0
2023-08-13,North,1797.61,176.38,370.99,0.0
2023-08-14,North,1750.44,191.18,423.09,0.0
2023-08-15,North,1781.97,196.71,376.31,0.0
2023-08-16,North,1744.1,185.14,378.68,0.0
2023-08-17,North,1703.17,189.09,387.28,0.0
2023-08-18,North,1824.85,189.22,386.51,0.0
2023-08-19,North,1803.55,176.65,361.21,0.0
2023-08-20,North,1892.35,186.69,367.95,0.0
2023-08-21,North,1725.05,189.36,405.98,0.0
2023-08-22,North,1766.14,203.46,405.83,0.0
2023-08-23,North,1769.5,191.75,402.13,0.0
2023-08-24,North,1824.74,191.4,387.25,0.0
2023-08-25,North,1749.25,197.45,384.68,0.0
2023-08-26,North,1715.38,176.72,383.85,0.0
2023-08-27,North,1833.66,175.32,382.81,0.0
2023-08-28,North,1756.77,195.08,395.67,0.0
2023-08-29,North,1815.86,191.76,387.43,0.0
2023-08-30,North,1809.37,194.35,402.33,0.0
2023-08-31,North,1769.09,187.71,367.79,0.0
2023-09-01,North,1761.2,194.72,370.56,0.0
2023-09-02,North,1749.66,182.94,408.29,0.0
2023-09-03,North,1767.81,194.4,419.04,0.0
2023-09-04,North,1811.05,201.97,391.19,0.0
2023-09-05,North,1727.39,200.6,369.61,0.0
2023-09-06,North,1771.98,190.05,391.88,0.0
2023-09-07,North,1709.93,188.67,407.4,0.0
2023-09-08,North,1715.48,195.02,397.0,0.0
2023-09-09,North,1762.96,207.2,391.29,0.0
2023-09-10,North,1665.81,202.62,413.48,0.0
2023-09-11,North,1866.17,198.53,421.05,0.0
2023-09-12,North,1702.81,193.24,397.88,0.0
2023-09-13,North,1759.77,185.59,383.4,0.0
2023-09-14,North,1819.51,194.56,385.17,0.0
2023-09-15,North,1717.27,196.41,392.0,0.0
2023-09-16,North,1644.59,202.97,390.41,0.0
2023-09-17,North,1736.8,201.8,362.55,0.0
2023-09-18,North,1714.62,184.64,396.89,0.0
2023-09-19,North,1643.85,187.65,390.96,0.0
2023-09-20,North,1771.23,190.86,388.85,0.0
2023-09-21,North,1766.65,177.55,394.39,0.0
2023-09-22,North,1812.73,208.61,392.75,0.0
2023-09-23,North,1698.89,192.49,427.03,0.0
2023-09-24,North,1674.28,217.34,373.76,0.0
2023-09-25,North,1733.22,210.72,389.46,0.0
2023-09-26,North,1748.45,180.72,407.38,0.0
2023-09-27,North,1798.24,179.6,387.8,0.0
2023-09-28,North,1822.02,188.92,393.01,0.0
2023-09-29,North,1811.52,179.25,362.31,0.0
2023-09-30,North,1763.94,199.75,415.16,0.0
2023-10-01,North,1789.4,204.59,360.38,0.0
2023-10-02,North,1716.71,185.63,437.79,0.0
2023-10-03,North,1756.47,183.53,359.99,0.0
2023-10-04,North,1687.8,187.13,351.32,0.0
2023-10-05,North,1749.81,174.99,380.4,0.0
2023-10-06,North,1750.42,186.75,356.39,0.0
2023-10-07,North,1831.4,204.48,383.41,0.0
2023-10-08,North,1733.16,188.57,383.47,0.0
2023-10-09,North,1748.42,191.72,428.12,0.0
2023-10-10,North,1755.08,197.63,392.65,0.0
2023-10-11,North,1719.81,181.34,375.52,0.0
2023-10-12,North,1701.74,188.38,383.1,0.0
2023-10-13,North,1806.11,197.22,358.36,0.0
2023-10-14,North,1691.44,200.59,386.79,0.0
2023-10-15,North,1673.41,179.59,393.04,0.0
2023-10-16,North,1773.13,189.53,376.94,0.0
2023-10-17,North,1796.32,217.22,382.53,0.0
2023-10-18,North,1715.18,202.13,426.66,0.0
2023-10-19,North,1715.26,192.91,409.8,0.0
2023-10-20,North,1750.51,198.82,411.78,0.0
2023-10-21,North,1700.31,190.82,406.85,0.0
2023-10-22,North,1695.93,196.12,377.1,0.0
2023-10-23,North,1778.32,199.72,379.46,0.0
2023-10-24,North,1764.01,208.17,376.14,0.0
2023-10-25,North,1798.54,187.06,348.84,0.0
2023-10-26,North,1669.67,183.78,426.63,0.0
2023-10-27,North,1706.5,208.06,393.3,0.0
2023-10-28,North,1745.0,185.88,397.41,0.0
2023-10-29,North,1683.99,184.22,384.57,0.0
2023-10-30,North,1761.68,198.02,384.81,0.0
2023-10-31,North,1790.15,192.54,404.24,0.0
2023-11-01,North,1699.08,198.57,382.23,0.0
2023-11-02,North,1729.5,185.5,404.65,0.0
2023-11-03,North,1799.68,191.43,407.46,0.0
2023-11-04,North,1816.19,185.37,384.18,0.0
2023-11-05,North,1762.85,200.67,382.89,0.0
2023-11-06,North,1754.56,159.13,407.09,0.0
2023-11-07,North,1681.54,195.64,382.87,0.0
2023-11-08,North,1741.52,209.75,371.2,0.0
2023-11-09,North,2360.7,251.56,519.55,0.348
2023-11-10,North,1982.34,193.67,472.46,0.158
2023-11-11,North,2062.77,223.54,497.95,0.219
2023-11-12,North,2096.59,226.53,425.61,0.265
2023-11-13,North,1985.84,236.65,482.39,0.216
2023-11-14,North,2099.26,221.72,480.62,0.294
2023-11-15,North,2214.32,220.29,467.81,0.267
2023-11-16,North,1725.66,186.69,415.13,0.0
2023-11-17,North,1693.43,194.93,396.7,0.0
2023-11-18,North,1700.4,197.98,391.63,0.0
2023-11-19,North,1726.84,200.87,371.48,0.0
2023-11-20,North,1707.44,192.09,431.04,0.0
2023-11-21,North,1647.99,204.25,399.22,0.0
2023-11-22,North,1760.03,202.63,424.0,0.0
2023-11-23,North,1728.94,173.09,387.26,0.0
2023-11-24,North,1726.38,185.89,364.75,0.0
2023-11-25,North,1754.33,213.52,404.56,0.0
2023-11-26,North,1671.13,202.23,380.18,0.0
2023-11-27,North,1771.86,189.63,392.7,0.0
2023-11-28,North,1703.53,196.59,408.5,0.0
2023-11-29,North,1754.33,174.83,407.09,0.0
2023-11-30,North,1745.99,190.27,424.96,0.0
2023-12-01,North,1656.7,206.14,398.63,0.0
2023-12-02,North,1733.15,192.93,386.62,0.0
2023-12-03,North,1723.7,196.66,418.61,0.0
2023-12-04,North,1708.27,193.16,381.66,0.0
2023-12-05,North,1701.42,192.93,399.01,0.0
2023-12-06,North,1701.22,181.33,365.52,0.0
2023-12-07,North,1745.53,187.29,424.9,0.0
2023-12-08,North,1733.18,204.85,361.37,0.0
2023-12-09,North,1705.19,183.28,408.13,0.0
2023-12-10,North,1628.46,188.47,402.01,0.0
2023-12-11,North,1727.17,177.38,393.04,0.0
2023-12-12,North,1738.02,191.68,412.15,0.0
2023-12-13,North,1816.25,196.6,395.66,0.0
2023-12-14,North,1754.4,175.35,431.86,0.0
2023-12-15,North,1605.07,199.48,378.57,0.0
2023-12-16,North,1703.35,193.78,385.11,0.0
2023-12-17,North,1789.4,190.55,416.91,0.0
2023-12-18,North,1729.42,183.24,407.44,0.0
2023-12-19,North,1714.08,205.15,403.97,0.0
2023-12-20,North,1742.07,191.04,377.21,0.0
2023-12-21,North,1665.35,186.09,395.56,0.0
2023-12-22,North,2078.78,201.83,466.95,0.209
2023-12-23,North,1997.02,231.3,427.09,0.187
2023-12-24,North,1884.44,195.08,408.03,0.113
2023-12-25,North,2136.03,211.24,434.79,0.231
2023-12-26,North,1951.4,225.41,409.18,0.185
2023-12-27,North,2120.36,226.35,425.13,0.207
2023-12-28,North,1865.36,203.42,473.6,0.116
2023-12-29,North,1704.9,188.96,383.5,0.0
2023-12-30,North,1621.28,188.83,386.83,0.0
2023-12-31,North,1726.74,176.08,404.4,0.0
2024-01-01,North,1762.52,193.52,381.55,0.0
2024-01-02,North,1663.9,193.18,378.49,0.0
2024-01-03,North,1633.57,185.67,401.02,0.0
2024-01-04,North,1702.43,197.88,359.76,0.0
2024-01-05,North,1760.73,190.22,383.41,0.0
2024-01-06,North,1614.95,207.92,409.36,0.0
2024-01-07,North,1631.59,199.62,380.72,0.0
2024-01-08,North,1663.66,181.59,377.25,0.0
2024-01-09,North,1644.82,204.22,369.03,0.0
2024-01-10,North,1644.44,212.5,395.28,0.0
2024-01-11,North,1580.07,211.58,416.53,0.0
2024-01-12,North,1713.7,173.69,378.81,0.0
2024-01-13,North,1700.66,196.75,381.45,0.0
2024-01-14,North,1598.26,198.97,442.95,0.0
2024-01-15,North,1755.55,210.0,441.33,0.0
2024-01-16,North,1766.23,186.86,434.55,0.0
2024-01-17,North,1644.12,188.34,390.99,0.0
2024-01-18,North,1739.49,197.55,395.63,0.0
2024-01-19,North,1652.01,209.34,432.4,0.0
2024-01-20,North,1689.21,199.03,365.25,0.0
2024-01-21,North,1637.87,209.61,427.59,0.0
2024-01-22,North,1789.88,193.46,360.32,0.0
2024-01-23,North,1663.87,176.01,370.38,0.0
2024-01-24,North,1684.51,192.52,425.58,0.0
2024-01-25,North,1643.31,203.39,418.04,0.0
2024-01-26,North,1770.29,199.07,399.17,0.0
2024-01-27,North,1771.08,195.49,372.86,0.0
2024-01-28,North,1757.82,183.28,389.04,0.0
2024-01-29,North,1723.62,189.08,398.64,0.0
2024-01-30,North,1644.1,206.38,374.1,0.0
2024-01-31,North,1716.27,190.38,412.16,0.0
2024-02-01,North,1674.06,201.97,401.53,0.0
2024-02-02,North,1739.58,196.62,394.47,0.0
2024-02-03,North,1729.3,194.76,434.9,0.0
2024-02-04,North,1640.59,180.51,392.84,0.0
2024-02-05,North,1720.0,184.48,409.47,0.0
2024-02-06,North,1706.27,194.3,386.3,0.0
2024-02-07,North,1533.05,191.94,410.26,0.0
2024-02-08,North,1711.34,216.87,389.57,0.0
2024-02-09,North,1649.28,199.68,389.31,0.0
2024-02-10,North,1626.14,209.75,426.53,0.0
2024-02-11,North,1627.85,189.31,392.62,0.0
2024-02-12,North,1662.83,183.13,414.59,0.0
2024-02-13,North,1693.18,203.33,392.35,0.0
2024-02-14,North,1600.5,201.24,389.68,0.0
2024-02-15,North,1677.85,191.95,413.37,0.0
2024-02-16,North,1696.79,185.17,402.71,0.0
2024-02-17,North,1760.65,186.64,432.38,0.0
2024-02-18,North,1613.33,193.34,391.96,0.0
2024-02-19,North,1649.29,191.67,372.64,0.0
2024-02-20,North,1679.46,181.44,422.11,0.0
2024-02-21,North,1723.36,184.67,384.36,0.0
2024-02-22,North,1650.4,192.97,394.55,0.0
2024-02-23,North,1725.17,194.36,406.84,0.0
2024-02-24,North,1567.99,207.31,394.12,0.0
2024-02-25,North,1601.83,177.33,405.18,0.0
2024-02-26,North,1681.56,193.5,387.37,0.0
2024-02-27,North,1593.23,187.97,426.28,0.0
2024-02-28,North,1604.69,192.96,377.92,0.0
2024-02-29,North,1636.67,197.75,419.29,0.0
2024-03-01,North,1701.28,183.06,421.8,0.0
2024-03-02,North,1567.56,179.9,398.21,0.0
2024-03-03,North,1670.54,201.56,380.46,0.0
2024-03-04,North,1713.33,181.51,386.06,0.0
2024-03-05,North,1651.61,207.83,404.04,0.0
2024-03-06,North,1642.58,180.37,432.43,0.0
2024-03-07,North,1680.79,188.16,400.29,0.0
2024-03-08,North,1650.78,201.62,409.71,0.0
2024-03-09,North,1729.59,189.19,403.43,0.0
2024-03-10,North,1604.18,197.17,397.03,0.0
2024-03-11,North,1656.86,212.28,380.4,0.0
2024-03-12,North,1669.43,183.79,404.15,0.0
2024-03-13,North,1639.92,198.56,409.12,0.0
2024-03-14,North,1514.99,182.02,406.23,0.0
2024-03-15,North,1650.22,175.46,387.28,0.0
2024-03-16,North,1702.98,175.55,377.38,0.0
2024-03-17,North,1696.6,206.95,374.86,0.0
2024-03-18,North,1675.15,162.3,403.07,0.0
2024-03-19,North,1602.25,174.94,364.32,0.0
2024-03-20,North,1676.64,187.67,368.22,0.0
2024-03-21,North,1627.94,192.91,391.16,0.0
2024-03-22,North,1674.02,182.72,396.82,0.0
2024-03-23,North,1662.17,175.45,436.97,0.0
2024-03-24,North,1607.03,205.67,378.21,0.0
2024-03-25,North,1610.97,202.03,400.81,0.0
2024-03-26,North,1673.11,196.69,372.35,0.0
2024-03-27,North,1644.06,182.04,376.37,0.0
2024-03-28,North,1612.87,197.98,383.47,0.0
2024-03-29,North,1608.51,169.35,373.46,0.0
2024-03-30,North,1639.24,204.42,372.64,0.0
2024-03-31,North,1732.62,196.21,379.01,0.0
2024-04-01,North,1627.69,178.59,418.58,0.0
2024-04-02,North,1653.08,181.5,420.11,0.0
2024-04-03,North,1658.66,192.04,393.33,0.0
2024-04-04,North,1596.83,201.54,406.89,0.0
2024-04-05,North,1565.04,196.09,385.59,0.0
2024-04-06,North,1601.65,198.83,409.34,0.0
2024-04-07,North,1807.04,188.67,418.5,0.085
2024-04-08,North,1888.03,188.09,435.1,0.139
2024-04-09,North,1971.61,243.47,459.54,0.168
2024-04-10,North,1807.27,191.26,406.49,0.091
2024-04-11,North,1883.52,185.62,447.81,0.144
2024-04-12,North,1842.82,202.26,412.49,0.136
2024-04-13,North,1955.9,226.79,410.13,0.153
2024-04-14,North,1605.65,183.06,391.34,0.0
2024-04-15,North,1595.94,184.7,413.12,0.0
2024-04-16,North,1679.66,188.57,418.01,0.0
2024-04-17,North,1584.51,198.77,382.22,0.0
2024-04-18,North,1771.77,181.85,378.08,0.0
2024-04-19,North,1654.9,189.5,405.0,0.0
2024-04-20,North,1668.17,192.21,408.7,0.0
2024-04-21,North,1610.23,206.1,393.03,0.0
2024-04-22,North,1634.76,182.8,399.64,0.0
2024-04-23,North,1629.08,211.78,409.9,0.0
2024-04-24,North,1623.21,195.25,375.44,0.0
2024-04-25,North,1681.85,190.47,362.14,0.0
2024-04-26,North,1627.62,181.32,400.06,0.0
2024-04-27,North,1700.88,175.4,385.63,0.0
2024-04-28,North,1783.07,180.36,371.08,0.0
2024-04-29,North,1635.05,192.91,378.1,0.0
2024-04-30,North,1657.36,178.61,381.56,0.0
2024-05-01,North,1668.64,178.32,416.58,0.0
2024-05-02,North,1740.17,199.28,406.05,0.0
2024-05-03,North,1645.4,184.38,400.72,0.0
2024-05-04,North,1608.01,194.3,377.69,0.0
2024-05-05,North,1586.09,191.59,361.34,0.0
2024-05-06,North,1646.45,182.08,390.22,0.0
2024-05-07,North,1626.89,187.52,398.91,0.0
2024-05-08,North,1749.76,185.29,385.29,0.0
2024-05-09,North,1737.72,192.12,376.64,0.0
2024-05-10,North,1597.47,188.69,396.05,0.0
2024-05-11,North,1613.62,207.56,376.75,0.0
2024-05-12,North,1652.82,187.56,447.24,0.0
2024-05-13,North,1718.97,201.05,414.83,0.0
2024-05-14,North,1651.95,197.53,414.26,0.0
2024-05-15,North,1616.73,184.07,412.1,0.0
2024-05-16,North,1646.14,199.65,370.85,0.0
2024-05-17,North,1617.66,188.99,351.43,0.0
2024-05-18,North,1679.21,193.5,411.7,0.0
2024-05-19,North,1613.64,187.08,372.85,0.0
2024-05-20,North,1623.58,182.02,391.53,0.0
2024-05-21,North,1707.22,197.44,423.2,0.0
2024-05-22,North,1610.73,171.25,420.24,0.0
2024-05-23,North,1576.87,194.03,410.66,0.0
2024-05-24,North,1653.95,199.03,392.72,0.0
2024-05-25,North,1631.22,192.19,399.48,0.0
2024-05-26,North,1674.85,189.71,388.51,0.0
2024-05-27,North,1665.2,156.6,403.45,0.0
2024-05-28,North,1647.78,184.55,412.68,0.0
2024-05-29,North,1646.38,201.63,382.8,0.0
2024-05-30,North,1612.7,198.04,400.99,0.0
2024-05-31,North,1653.73,186.64,405.16,0.0
2024-06-01,North,1693.69,207.16,413.43,0.0
2024-06-02,North,1601.03,178.52,401.7,0.0
